"","actorID","movieID","actorIDTo","title","imdbID","spanishTitle","imdbPictureURL","year","rtID","rtPictureURL","allrating","toprating","audrating","allscore","topscore","audscore","allnum","topnum","audnum","allnumfresh","topnumfresh","allnumrotten","topnumrotten","overall.rating","actorName","actor.rating","actor.movieNO","topquality"
"44","christopher_walken",4639,"john_cusack","America's Sweethearts",265029,"La pareja del año","http://ia.media-imdb.com/images/M/MV5BMTYwOTk4ODQ4M15BMl5BanBnXkFtZTYwMDg2NjA5._V1._SY314_CR1,0,214,314_.jpg",2001,"americas_sweethearts","http://content9.flixster.com/movie/50/54/39/5054399_det.jpg",4.6,4,2.8,31,18,43,142,37,17330,45,7,97,30,0.0402015690055688,"Christopher Walken",4.64765298425404,53,2
"45","christopher_walken",1377,"danny_devito","Batman Returns",103776,"Batman vuelve","http://ia.media-imdb.com/images/M/MV5BMTg2NTM5NTM3OV5BMl5BanBnXkFtZTYwMjE2MDA5._V1._SY314_CR11,0,214,314_.jpg",1992,"batman_returns","http://content7.flixster.com/movie/56/82/90/5682901_det.jpg",6.5,5.8,3.3,78,66,68,46,9,65412,36,6,10,3,0.464500738088613,"Christopher Walken",4.64765298425404,53,2
"46","christopher_walken",296,"bruce_willis","Pulp Fiction",110912,"Pulp Fiction","http://ia.media-imdb.com/images/M/MV5BMjE0ODk2NjczOV5BMl5BanBnXkFtZTYwNDQ0NDg4._V1._SY314_CR3,0,214,314_.jpg",1994,"pulp_fiction","http://content9.flixster.com/movie/10/88/65/10886599_det.jpg",8.9,8.4,4.2,94,92,95,50,14,249269,47,13,3,1,0.877033704604629,"Christopher Walken",4.64765298425404,53,2
"47","christopher_walken",996,"bruce_willis","Last Man Standing",116830,"El último hombre","http://ia.media-imdb.com/images/M/MV5BMTIyOTE2ODQ2OF5BMl5BanBnXkFtZTYwMjY4Mjg5._V1._SX214_CR0,0,214,314_.jpg",1996,"1073075-last_man_standing","http://content7.flixster.com/movie/10/94/88/10948865_det.jpg",5.1,4,3.1,36,16,56,30,6,8711,11,1,19,5,0.0313205981957793,"Christopher Walken",4.64765298425404,53,2
"48","clint_eastwood",3836,"donald_sutherland","Kelly's Heroes",65938,"Los violentos de Kelly","http://ia.media-imdb.com/images/M/MV5BMTg5NzMwODQ2MF5BMl5BanBnXkFtZTcwMzIxNDkxMQ@@._V1._SY314_CR5,0,214,314_.jpg",1970,"kellys_heroes","http://content9.flixster.com/movie/25/44/254407_det.jpg",7,0,0,85,0,0,14,0,0,12,0,2,0,-0.249846520282624,"Clint Eastwood",4.70972342237587,47,2
"49","clint_eastwood",158,"dan_aykroyd","Casper",112642,"Casper","http://ia.media-imdb.com/images/M/MV5BMTk1NTYxMzU0OV5BMl5BanBnXkFtZTcwMzU1NzQyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1995,"casper","http://content9.flixster.com/movie/31/28/312827_det.jpg",4.7,4.5,3,41,30,54,34,10,20672,14,3,20,7,0.0940788322542103,"Clint Eastwood",4.70972342237587,47,2
"50","clint_eastwood",1266,"gene_hackman","Unforgiven",105695,"Sin perdón","http://ia.media-imdb.com/images/M/MV5BMTM2MjExNTEwMV5BMl5BanBnXkFtZTcwMzIyMDEyMQ@@._V1._SY314_CR10,0,214,314_.jpg",1992,"1041911-unforgiven","http://content9.flixster.com/movie/10/93/21/10932195_det.jpg",8.5,7.5,4,96,81,91,56,11,27203,54,9,2,2,0.788808598038129,"Clint Eastwood",4.70972342237587,47,2
"51","clint_eastwood",2922,"dennis_hopper","Hang 'Em High",61747,"Cometieron dos errores","http://ia.media-imdb.com/images/M/MV5BMTE5OTQ3NjM5MV5BMl5BanBnXkFtZTcwNDQ5OTEyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1968,"hang_em_high","http://content9.flixster.com/movie/25/66/256603_det.jpg",6.5,0,3.5,92,100,71,14,1,5541,13,1,1,0,0.392481453947487,"Clint Eastwood",4.70972342237587,47,2
"52","clint_eastwood",6652,"robert_duvall","Joe Kidd",68768,"Joe Kidd","http://ia.media-imdb.com/images/M/MV5BMTk2ODUyNzY4M15BMl5BanBnXkFtZTcwNzA1NzYxMQ@@._V1._SY314_CR3,0,214,314_.jpg",1972,"joe_kidd","http://content7.flixster.com/movie/10/87/97/10879781_det.jpg",6.8,0,3.2,83,0,50,6,1,1890,5,0,1,1,0.0287535528910031,"Clint Eastwood",4.70972342237587,47,2
"53","clint_eastwood",3827,"donald_sutherland","Space Cowboys",186566,"Space Cowboys","http://ia.media-imdb.com/images/M/MV5BMTI2NDg3Mjc0Ml5BMl5BanBnXkFtZTYwMDI3NTQ5._V1._SY314_CR1,0,214,314_.jpg",2000,"space_cowboys","http://content6.flixster.com/movie/25/79/257904_det.jpg",6.8,7,3,78,82,49,114,28,9433,90,23,24,5,0.499215975373194,"Clint Eastwood",4.70972342237587,47,2
"54","clint_eastwood",3836,"harry_dean_stanton","Kelly's Heroes",65938,"Los violentos de Kelly","http://ia.media-imdb.com/images/M/MV5BMTg5NzMwODQ2MF5BMl5BanBnXkFtZTcwMzIxNDkxMQ@@._V1._SY314_CR5,0,214,314_.jpg",1970,"kellys_heroes","http://content9.flixster.com/movie/25/44/254407_det.jpg",7,0,0,85,0,0,14,0,0,12,0,2,0,-0.249846520282624,"Clint Eastwood",4.70972342237587,47,2
"55","clint_eastwood",1459,"gene_hackman","Absolute Power",118548,"Absolute power: Poder absoluto","http://ia.media-imdb.com/images/M/MV5BMjA0NTYxMzY2NF5BMl5BanBnXkFtZTcwNTg5NjIyMQ@@._V1._SY314_CR6,0,214,314_.jpg",1997,"absolute_power","http://content7.flixster.com/movie/55/34/87/5534877_det.jpg",5.5,6.2,3.2,46,50,52,41,10,6094,19,5,22,5,0.229500034738485,"Clint Eastwood",4.70972342237587,47,2
"56","clint_eastwood",1459,"richard_jenkins","Absolute Power",118548,"Absolute power: Poder absoluto","http://ia.media-imdb.com/images/M/MV5BMjA0NTYxMzY2NF5BMl5BanBnXkFtZTcwNTg5NjIyMQ@@._V1._SY314_CR6,0,214,314_.jpg",1997,"absolute_power","http://content7.flixster.com/movie/55/34/87/5534877_det.jpg",5.5,6.2,3.2,46,50,52,41,10,6094,19,5,22,5,0.229500034738485,"Clint Eastwood",4.70972342237587,47,2
"57","dan_aykroyd",2294,"gene_hackman","Antz",120587,"Hormigaz","http://ia.media-imdb.com/images/M/MV5BMTIyNjc4OTk2NF5BMl5BanBnXkFtZTcwMjcyMTcyMQ@@._V1._SY314_CR1,0,214,314_.jpg",1998,"antz","http://content8.flixster.com/movie/25/71/257118_det.jpg",7.7,7.5,2.9,95,95,47,86,24,33465,82,23,4,1,0.653685424198739,"Dan Aykroyd",4.48113303754181,46,2
"58","dan_aykroyd",158,"clint_eastwood","Casper",112642,"Casper","http://ia.media-imdb.com/images/M/MV5BMTk1NTYxMzU0OV5BMl5BanBnXkFtZTcwMzU1NzQyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1995,"casper","http://content9.flixster.com/movie/31/28/312827_det.jpg",4.7,4.5,3,41,30,54,34,10,20672,14,3,20,7,0.0940788322542103,"Dan Aykroyd",4.48113303754181,46,2
