"","movieID","title","imdbID","spanishTitle","imdbPictureURL","year","rtID","rtPictureURL","allrating","toprating","audrating","allscore","topscore","audscore","allnum","topnum","audnum","allnumfresh","topnumfresh","allnumrotten","topnumrotten","overall.rating"
"18",49284,"10 Items or Less",499603,"Dame 10 razones","http://ia.media-imdb.com/images/M/MV5BMTI1MTU4NjYzMV5BMl5BanBnXkFtZTcwNTg1NzQ0MQ@@._V1._SY314_CR4,0,214,314_.jpg",2006,"10_items_or_less","http://content6.flixster.com/movie/10/92/16/10921676_det.jpg",6.1,5.7,3.3,61,54,57,59,24,11471,36,13,23,11,0.341899639378515
"19",8017,"10 Rillington Place",66730,"El estrangulador de Rillington Place","http://ia.media-imdb.com/images/M/MV5BODQwNTg4NjQzNF5BMl5BanBnXkFtZTcwMzgzNTUyMQ@@._V1._SX96_SY140_.jpg",1971,"10_rillington_place","http://content8.flixster.com/movie/10/92/16/10921658_det.gif",6.5,0,3.9,62,100,87,8,1,564,5,1,3,0,0.305383943597188
"20",2572,"10 Things I Hate About You",147800,"10 razones para odiarte","http://ia.media-imdb.com/images/M/MV5BMTU0OTA1MzQ1OF5BMl5BanBnXkFtZTcwMzQzNzkxMQ@@._V1._SY314_CR4,0,214,314_.jpg",1999,NA,"http://content8.flixster.com/movie/11/15/34/11153458_det.jpg",6,6.3,3.3,58,58,69,58,12,207830,34,7,24,5,0.388234087029817
"21",6168,"10 to Midnight",85121,"Al filo de la medianoche","http://ia.media-imdb.com/images/M/MV5BMjA1NzYzMTkxM15BMl5BanBnXkFtZTcwNzg3NTUyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1983,"ten_to_midnight","http://content6.flixster.com/movie/27/56/275696_det.jpg",0,0,0,25,0,0,4,0,0,1,0,3,0,-0.694146744637923
"22",58293,"10,000 BC",443649,"10,000 BC","http://ia.media-imdb.com/images/M/MV5BMzc2NDMzNDY4Ml5BMl5BanBnXkFtZTYwNzM2Njk3._V1._SX214_CR0,0,214,314_.jpg",2008,"10000_bc","http://content6.flixster.com/movie/10/67/38/10673888_det.jpg",3.2,3.1,3,8,10,44,139,29,91145,12,3,127,26,-0.128254166050727
"23",7541,"100 Girls",214388,"100 chicas","http://ia.media-imdb.com/images/M/MV5BNTM2MzQ3ODE0NF5BMl5BanBnXkFtZTcwODM5NTUyMQ@@._V1._SY314_CR2,0,214,314_.jpg",2000,"100_girls","http://content7.flixster.com/movie/10/87/92/10879257_det.jpg",5.9,0,0,60,0,0,5,0,0,3,0,2,0,-0.391826371880745
"24",59834,"100 Rifles",63970,"100 Rifles","http://ia.media-imdb.com/images/M/MV5BMTM0MzI3MDgwMl5BMl5BanBnXkFtZTcwODg1NzIzMQ@@._V1._SY314_CR7,0,214,314_.jpg",1969,"100_rifles","http://content8.flixster.com/movie/54/15/47/5415474_det.jpg",0,0,3.3,0,0,47,2,1,243,0,0,2,1,-0.467499582744297
"25",6344,"101 Reykjavík",237993,"101 Reikiavik","http://ia.media-imdb.com/images/M/MV5BMTIyNTEzMDE4N15BMl5BanBnXkFtZTYwMTk1NDk5._V1._SX200_SY286_.jpg",2000,"101_reykjavik","http://content9.flixster.com/movie/29/99/299915_det.jpg",7,7.5,3.6,89,90,71,46,11,2003,41,10,5,1,0.630420505325767
"26",3991,"102 Dalmatians",211181,"102 dálmatas","http://ia.media-imdb.com/images/M/MV5BMjE5MjQwOTEyNF5BMl5BanBnXkFtZTcwOTIyNzEzMQ@@._V1._SY314_CR1,0,214,314_.jpg",2000,"102_dalmatians","http://content8.flixster.com/movie/10/86/73/10867358_det.jpg",4.4,4.2,2.9,30,29,44,89,27,17460,27,8,62,19,0.0498866482991353
"27",55391,"10th & Wolf",360323,"10th & Wolf","http://ia.media-imdb.com/images/M/MV5BMjE1NDE0Nzk3MV5BMl5BanBnXkFtZTcwMjE3ODQzMQ@@._V1._SY314_CR2,0,214,314_.jpg",2006,"10th_and_wolf","http://content7.flixster.com/movie/21/37/16/2137169_det.jpg",4,3.5,3.1,18,10,44,27,10,9910,5,1,22,9,-0.121868109032746
"28",4408,"11'09''01 - September 11",328802,"11'09''01 - 11 de septiembre","http://ia.media-imdb.com/images/M/MV5BMTI1MTU0NDAyOF5BMl5BanBnXkFtZTYwMzYxMzg5._V1._SY287_CR1,0,214,287_.jpg",2002,"september_11","http://content9.flixster.com/movie/10/88/53/10885371_det.jpg",6.6,6.6,3.5,77,76,62,58,21,303,45,16,13,5,0.468799742835412
"29",1203,"12 Angry Men",50083,"12 hombres sin piedad","http://ia.media-imdb.com/images/M/MV5BMTQzNTEwNzg1OF5BMl5BanBnXkFtZTcwNjc5MjE3Mw@@._V1._SX214_CR0,0,214,314_.jpg",1957,"1000013-12_angry_men","http://content8.flixster.com/movie/10/88/47/10884742_det.jpg",8.8,0,4.1,100,100,95,36,4,22784,36,4,0,0,0.681525115529614
"30",7444,"13 Going on 30",337563,"El sueño de mi vida","http://ia.media-imdb.com/images/M/MV5BMjA1MTI3ODEwNF5BMl5BanBnXkFtZTcwOTA4NDUyMQ@@._V1._SY314_CR4,0,214,314_.jpg",2004,"13_going_on_30","http://content6.flixster.com/movie/10/93/55/10935508_det.jpg",6.2,6.6,3.3,64,74,70,161,35,96034,104,26,57,9,0.500292052653785
"31",6437,"13 Rue Madeleine",38279,"13 Rue Madeleine","http://ia.media-imdb.com/images/M/MV5BMTY3MTg5NDE5MF5BMl5BanBnXkFtZTcwNTY4NzUyMQ@@._V1._SY314_CR4,0,214,314_.jpg",1947,"13_rue_madeleine","http://content7.flixster.com/movie/29/75/297517_det.jpg",6.2,0,0,83,0,0,6,0,0,5,0,1,0,-0.306253740308203
"32",48872,"13 Tzameti",475169,"13 Tzameti","http://ia.media-imdb.com/images/M/MV5BMzQ3NzU3MzU5OF5BMl5BanBnXkFtZTcwNDM4NDIzMQ@@._V1._SY314_CR8,0,214,314_.jpg",2005,"13_tzameti","http://content8.flixster.com/movie/10/87/30/10873098_det.jpg",7,6.3,3.9,83,72,84,67,22,3433,56,16,11,6,0.590829176163989
"33",8905,"1492: Conquest of Paradise",103594,"1492: La conquista del paraíso","http://ia.media-imdb.com/images/M/MV5BMTIyNzQ3MzQ4NF5BMl5BanBnXkFtZTcwMDgzMTQyMQ@@._V1._SX214_CR0,0,214,314_.jpg",1992,"1492_conquest_of_paradise","http://content7.flixster.com/movie/52/53/84/5253849_det.jpg",4.1,0,3,43,50,47,16,2,3372,7,1,9,1,-0.0586933014518117
"34",43936,"16 Blocks",450232,"16 calles","http://ia.media-imdb.com/images/M/MV5BODcyNjY3NTY3Nl5BMl5BanBnXkFtZTcwNjM4MTEzMw@@._V1._SX214_CR0,0,214,314_.jpg",2006,"16_blocks","http://content6.flixster.com/movie/31/28/312808_det.jpg",5.9,5.8,3.2,55,51,60,157,35,31478,87,18,70,17,0.350674214205994
"35",5043,"17 sui de tian kong",420627,"17 sui de tian kong","http://ia.media-imdb.com/images/M/MV5BMTY0NDk2NTk4Nl5BMl5BanBnXkFtZTcwNzk5MzEzMQ@@._V1._SY314_CR3,0,214,314_.jpg",2004,"formula_17","http://content7.flixster.com/movie/10/89/31/10893137_det.jpg",4.8,5.2,3.6,22,40,70,9,5,656,2,2,7,3,0.0689541757336661
"36",4311,"1732 Høtten",157411,"1732 Høtten","http://ia.media-imdb.com/images/M/MV5BMTk5NzA2Nzg1N15BMl5BanBnXkFtZTYwNDA0NjY5._V1._SX140_SY74_.jpg",1998,"bloody-angels","http://images.rottentomatoescdn.com/images/defaults/poster_default.gif",6.7,0,5,75,100,100,8,2,5,6,2,2,0,0.451278496194791
"37",4462,"18 Again!",94593,"Plantón al cielo","http://ia.media-imdb.com/images/M/MV5BMTQ5Mzk0NjE3M15BMl5BanBnXkFtZTcwNDc2MDkxMQ@@._V1._SY314_CR1,0,214,314_.jpg",1988,"18_again","http://content7.flixster.com/movie/10/89/20/10892005_det.jpg",4,0,2.8,28,0,44,7,1,1550,2,0,5,1,-0.274362687679391
"38",559,"2 Days in Paris",841044,"2 Days in Paris","http://ia.media-imdb.com/images/M/MV5BMjAyNTY3NTcyOF5BMl5BanBnXkFtZTcwMTcyMjM1MQ@@._V1._SX214_CR0,0,214,314_.jpg",2007,"two_days_in_paris","http://content6.flixster.com/movie/93/43/00/9343004_det.jpg",6.8,6.9,3.6,84,88,71,113,34,27100,96,30,17,4,0.635218608163901
"39",999,"2 Days in the Valley",115438,"Dos días en el valle","http://ia.media-imdb.com/images/M/MV5BMTI1ODM4NzQ1NV5BMl5BanBnXkFtZTcwNDQyMDU1MQ@@._V1._SY314_CR4,0,214,314_.jpg",1996,"2_days_in_the_valley","http://content6.flixster.com/movie/26/94/269408_det.jpg",6.1,6,3,61,72,48,52,11,3984,32,8,20,3,0.332917606924165
"40",6383,"2 Fast 2 Furious",322259,"2 fast 2 furious. A todo gas 2","http://ia.media-imdb.com/images/M/MV5BMjAyOTA0OTc5N15BMl5BanBnXkFtZTcwOTg3MDYyMQ@@._V1._SY314_CR0,0,214,314_.jpg",2003,"2_fast_2_furious","http://content9.flixster.com/movie/10/91/62/10916271_det.jpg",4.8,4.8,3.1,36,39,59,155,33,176485,56,13,99,20,0.200541503685342
"41",1164,"2 ou 3 choses que je sais d'elle",60304,"2 ou 3 choses que je sais d'elle","http://ia.media-imdb.com/images/M/MV5BNjY2NzA4NDA0NF5BMl5BanBnXkFtZTcwNDY0MTk1Mg@@._V1._SY314_CR4,0,214,314_.jpg",1967,"two_or_three_things_i_know_about_her","http://content9.flixster.com/movie/55/83/45/5583455_det.jpg",8,7.6,3.8,93,87,73,29,8,1050,27,7,2,1,0.666067046051136
"42",2492,"20 Dates",138987,"20 citas","http://ia.media-imdb.com/images/M/MV5BMTY1MTIyMzI1Ml5BMl5BanBnXkFtZTYwNzg1Mzk5._V1._SY313_CR1,0,214,313_.jpg",1998,"20_dates","http://content6.flixster.com/movie/50/89/30/5089308_det.jpg",4.8,3.1,0,38,0,0,31,10,0,12,0,19,10,-0.392743499226337
"43",5468,"20 Million Miles to Earth",50084,"20 Million Miles to Earth","http://ia.media-imdb.com/images/M/MV5BMTE5OTg5NjA2MF5BMl5BanBnXkFtZTcwMTk0ODM1MQ@@._V1._SY314_CR3,0,214,314_.jpg",1957,"20_million_miles_to_earth","http://content8.flixster.com/movie/29/61/296118_det.jpg",6.4,0,0,87,0,0,8,0,0,7,0,1,0,-0.279249721602874
"44",2504,"200 Cigarettes",137338,"200 cigarrillos","http://ia.media-imdb.com/images/M/MV5BMjA2NDgwMDg4Ml5BMl5BanBnXkFtZTcwMzc1NjUyMQ@@._V1._SY314_CR1,0,214,314_.jpg",1999,"200_cigarettes","http://content9.flixster.com/movie/27/52/275211_det.jpg",4.5,3.9,3,29,26,54,57,19,5146,17,5,40,14,0.0346934688797427
"45",1019,"20000 Leagues Under the Sea",46672,"20.000 leguas de viaje submarino","http://ia.media-imdb.com/images/M/MV5BMTIxOTAyNzA3MF5BMl5BanBnXkFtZTcwMjgzMTQyMQ@@._V1._SX214_CR0,0,214,314_.jpg",1954,"1000079-20000_leagues_under_the_sea","http://content6.flixster.com/movie/11/14/17/11141728_det.jpg",7.7,0,3.2,91,100,57,24,4,7628,22,4,2,0,0.43616844011661
"46",924,"2001: A Space Odyssey",62622,"2001: Una odisea del espacio","http://ia.media-imdb.com/images/M/MV5BMjExMjgwNDk0NV5BMl5BanBnXkFtZTYwNzM4NDc4._V1._SX214_CR0,0,214,314_.jpg",1968,"1000085-2001_a_space_odyssey","http://content6.flixster.com/movie/10/87/27/10872760_det.jpg",8.8,7.1,3.7,96,81,86,53,11,46687,51,9,2,2,0.762339525368493
"47",6953,"21 Grams",315733,"21 gramos","http://ia.media-imdb.com/images/M/MV5BMjA4MjI2OTM5N15BMl5BanBnXkFtZTcwNDA1NjUzMw@@._V1._SX214_CR0,0,214,314_.jpg",2003,"21_grams","http://content8.flixster.com/movie/55/36/53/5536534_det.jpg",7.5,8.1,3.6,81,88,83,175,36,38037,142,32,33,4,0.715496533793792
"48",2444,"24 7: Twenty Four Seven",120391,"24 7: Twenty Four Seven","http://ia.media-imdb.com/images/M/MV5BODY1NTQzMDQ0M15BMl5BanBnXkFtZTcwMTg5OTUxMQ@@._V1._SY314_CR3,0,214,314_.jpg",1997,"twentyfourseven","http://content8.flixster.com/movie/10/87/22/10872274_det.jpg",5.7,5.6,3.9,35,20,84,20,5,451,7,1,13,4,0.158829487963341
"49",5954,"25th Hour",307901,"La última noche","http://ia.media-imdb.com/images/M/MV5BMjE2OTkwNDU3Nl5BMl5BanBnXkFtZTYwNTI5Njk5._V1._SX214_CR0,0,214,314_.jpg",2002,"25th_hour","http://content9.flixster.com/movie/10/87/40/10874063_det.jpg",7.1,7,3.7,77,74,83,162,35,25056,126,26,36,9,0.625574384974276
"50",56949,"27 Dresses",988595,"27 vestidos","http://ia.media-imdb.com/images/M/MV5BMzI5OTM0OTg2MF5BMl5BanBnXkFtZTcwNjAyMTU1MQ@@._V1._SX214_CR0,0,214,314_.jpg",2008,"27_dresses","http://content9.flixster.com/movie/10/70/11/10701195_det.jpg",5,4.9,3.6,40,25,71,146,31,168630,59,8,87,23,0.238573078190654
"51",3534,"28 Days Later...",289043,"28 días después...","http://ia.media-imdb.com/images/M/MV5BNzM2NDYwNjM3OF5BMl5BanBnXkFtZTYwNDYxNzk5._V1._SX214_CR0,0,214,314_.jpg",2002,"28_days_later","http://content9.flixster.com/movie/55/37/32/5537323_det.jpg",7.3,7.1,3.6,88,87,82,200,39,107149,177,34,23,5,0.708146986131408
"52",7566,"28 Up",88650,"28 Up","http://ia.media-imdb.com/images/M/MV5BMTI2Mzg3MDgzOV5BMl5BanBnXkFtZTcwMTYyNTIyMQ@@._V1._SX214_CR0,0,214,314_.jpg",1985,"28_up","http://content7.flixster.com/movie/49/04/44/4904445_det.jpg",8.8,0,4.2,100,100,93,12,3,565,12,3,0,0,0.583509282320326
"53",53000,"28 Weeks Later",463854,"28 semanas después","http://ia.media-imdb.com/images/M/MV5BMTMyNzg2MjE5MF5BMl5BanBnXkFtZTcwMDUyNjM1MQ@@._V1._SY314_CR7,0,214,314_.jpg",2007,"28_weeks_later","http://content6.flixster.com/movie/10/86/37/10863760_det.jpg",6.6,7,3.4,70,76,66,182,39,266576,128,30,54,9,0.547471065680693
"54",8120,"29th Street",101252,"29th Street","http://ia.media-imdb.com/images/M/MV5BNTI5MDQ3MjgxM15BMl5BanBnXkFtZTcwNTQwMjgyMQ@@._V1._SY314_CR4,0,214,314_.jpg",1991,"29th_street","http://content9.flixster.com/movie/26/91/269103_det.jpg",6.4,0,3.3,77,100,67,9,2,877,7,2,2,0,0.294688441772543
"55",5308,"3 Men and a Baby",94137,"Tres hombres y un bebé","http://ia.media-imdb.com/images/M/MV5BMTkzODMxMzc5OF5BMl5BanBnXkFtZTcwMTI2OTMyMQ@@._V1._SY314_CR8,0,214,314_.jpg",1987,"three_men_and_a_baby","http://content9.flixster.com/movie/25/71/257115_det.jpg",5.7,0,2.9,70,75,51,24,4,11309,17,3,7,1,0.187480144310541
"56",5309,"3 Men and a Little Lady",98966,"3 Men and a Little Lady","http://ia.media-imdb.com/images/M/MV5BMTIwMzM1ODgxMF5BMl5BanBnXkFtZTcwOTg5ODMyMQ@@._V1._SY314_CR3,0,214,314_.jpg",1990,"three_men_and_a_little_lady","http://content8.flixster.com/movie/25/78/257802_det.jpg",3.9,0,2.8,23,100,48,13,1,6348,3,1,10,0,-0.0241721893812987
"57",4748,"3 Ninjas",103596,"Tres pequeños Ninjas","http://ia.media-imdb.com/images/M/MV5BMTY5MDU2Mzg4OF5BMl5BanBnXkFtZTcwNjUyODcxMQ@@._V1._SY314_CR1,0,214,314_.jpg",1992,"3_ninjas","http://content8.flixster.com/movie/10/88/99/10889982_det.jpg",3.4,0,0,0,0,0,5,0,0,0,0,5,0,-0.655292444966482
"58",4749,"3 Ninjas Kick Back",109015,"3 Ninjas Kick Back: 3 Ninjas contratacan","http://ia.media-imdb.com/images/M/MV5BNzk5Njg1OTYzNl5BMl5BanBnXkFtZTcwNDQwMzAzMQ@@._V1._SY314_CR2,0,214,314_.jpg",1994,"3_ninjas_kick_back","http://content9.flixster.com/movie/10/91/76/10917627_det.jpg",2.8,0,2.6,16,33,39,6,3,6654,1,1,5,2,-0.271046222363778
"59",4750,"3 Ninjas Knuckle Up",112255,"Tres ninjas peleones","http://ia.media-imdb.com/images/M/MV5BMTYxMzY3NzYzNF5BMl5BanBnXkFtZTcwNDAxMzAzMQ@@._V1._SY314_CR3,0,214,314_.jpg",1995,"3_ninjas_knuckle_up","http://content7.flixster.com/movie/26/67/266705_det.jpg",0,0,0,0,0,0,3,0,0,0,0,3,0,-0.763666482695221
"60",1739,"3 Ninjas: High Noon at Mega Mountain",118539,"3 ninjas en el parque de atracciones","http://ia.media-imdb.com/images/M/MV5BMjAzMjQxNTc5N15BMl5BanBnXkFtZTcwMTUwMzAzMQ@@._V1._SY314_CR3,0,214,314_.jpg",1998,"3_ninjas_high_noon_at_mega_mountain","http://content8.flixster.com/movie/10/88/99/10889978_det.jpg",0,0,2.5,0,0,32,4,1,7721,0,0,4,1,-0.516702647613854
"61",3322,"3 Strikes",199290,"3 Strikes","http://ia.media-imdb.com/images/M/MV5BMTIzOTU5NTIxMl5BMl5BanBnXkFtZTYwODM1Mzk5._V1._SY312_CR1,0,214,312_.jpg",2000,"3_strikes","http://content6.flixster.com/movie/27/52/275204_det.jpg",2.3,2.4,3.1,0,0,60,29,11,1088,0,0,29,11,-0.296081544474743
"62",8261,"3 Women",75612,"Tres mujeres","http://ia.media-imdb.com/images/M/MV5BMTk4MjM2NDkzMV5BMl5BanBnXkFtZTcwNDIxMzUyMQ@@._V1._SY314_CR4,0,214,314_.jpg",1977,"3_women","http://content8.flixster.com/movie/26/16/261622_det.jpg",7.9,7.1,3.9,95,80,85,20,5,1570,19,4,1,1,0.65760377371728
"63",5300,"3:10 to Yuma",381849,"El tren de las 3:10","http://ia.media-imdb.com/images/M/MV5BODE0NTcxNTQzNF5BMl5BanBnXkFtZTcwMzczOTIzMw@@._V1._SX214_CR0,0,214,314_.jpg",2007,"310_to_yuma","http://content7.flixster.com/movie/10/92/16/10921673_det.jpg",7.5,7.3,3.9,88,85,85,205,42,139372,182,36,23,6,0.739072721826173
"64",6815,"30 Days of Night",389722,"30 días de oscuridad","http://ia.media-imdb.com/images/M/MV5BMTQyMjc4MjExOF5BMl5BanBnXkFtZTcwMDI4ODg1MQ@@._V1._SY314_CR9,0,214,314_.jpg",2007,"30_days_of_night","http://content7.flixster.com/movie/10/18/32/10183253_det.jpg",5.5,5.1,3.3,48,46,57,150,28,146766,73,13,77,15,0.284481199961404
"65",4159,"3000 Miles to Graceland",233142,"Los reyes del crimen","http://ia.media-imdb.com/images/M/MV5BMTI3MTMyODIxM15BMl5BanBnXkFtZTcwMDIzNzkxMQ@@._V1._SY314_CR9,0,214,314_.jpg",2001,"3000_miles_to_graceland","http://content8.flixster.com/movie/27/29/272922_det.jpg",3.5,2.7,2.9,13,4,45,95,23,8755,13,1,82,22,-0.165973542867763
"66",652,"301, 302",112257,"301, 302","http://ia.media-imdb.com/images/M/MV5BMTIxMDkwMzgyNV5BMl5BanBnXkFtZTcwNzMxNDcyMQ@@._V1._SY314_CR2,0,214,314_.jpg",1995,"301-302","http://content7.flixster.com/movie/10/12/38/10123817_det.jpg",5.9,0,3.7,71,0,69,7,1,163,5,0,2,1,0.0133461592685008
"67",3165,"3-4 x jûgatsu",98967,"3-4 x jûgatsu","http://ia.media-imdb.com/images/M/MV5BMjEwMjk3NzY2Nl5BMl5BanBnXkFtZTcwMjY1ODcxMQ@@._V1._SY314_CR6,0,214,314_.jpg",1990,"1088532-boiling_point","http://content7.flixster.com/movie/34/85/50/3485505_det.jpg",6.8,0,3.5,85,100,66,7,1,702,6,1,1,0,0.318684890577156
"68",7837,"36 fillette",94596,"36 fillette","http://ia.media-imdb.com/images/M/MV5BMTczMDA1MjIzMV5BMl5BanBnXkFtZTcwNDQ0MDAyMQ@@._V1._SY314_CR1,0,214,314_.jpg",1988,"36_fillette","http://content8.flixster.com/movie/10/89/86/10898606_det.jpg",7.1,0,3,85,100,48,7,1,414,6,1,1,0,0.252987195338732
"69",26110,"36 Hours",57809,"36 horas","http://ia.media-imdb.com/images/M/MV5BMTIwNzI1MjM4MF5BMl5BanBnXkFtZTcwMzA0NjQ0MQ@@._V1._SY314_CR17,0,214,314_.jpg",1965,"1068456-36_hours","http://content6.flixster.com/movie/10/89/86/10898612_det.jpg",0,0,0,100,0,0,1,0,0,1,0,0,0,-0.486426658843744
"70",47634,"36 Quai des Orfèvres",390808,"Asuntos pendientes","http://ia.media-imdb.com/images/M/MV5BMTQ3NzYyMzUzNl5BMl5BanBnXkFtZTcwNTI1MjQzMQ@@._V1._SY314_CR4,0,214,314_.jpg",2004,"thirty_six_quai_des_orfevres","http://content9.flixster.com/movie/10/87/15/10871551_det.jpg",7.5,0,0,100,0,0,5,0,0,5,0,0,0,-0.213871773905985
